"ts_code","trade_date","close","turnover_rate","turnover_rate_f","volume_ratio","pe","pe_ttm","pb","ps","ps_ttm","dv_ratio","dv_ttm","total_share","float_share","free_share","total_mv","circ_mv"
"688150.SH","20260309","33.89","3.7062","8.3458","0.98","81.5127","62.0389","7.1182","28.9097","24.6993","0.9096","0.9096","40243.7585","40243.7585","17871.6783","1363860.9756","1363860.9756"
"688717.SH","20260309","128.09","12.3344","12.3719","1.17","100.6598","177.0884","4.6936","6.6695","5.0207","0.7319","0.7319","16000","9904.7808","9874.7108","2049440","1268703.3727"
"002470.SZ","20260309","2.96","27.2885","38.9298","1.37","162.9654","","4.7336","1.1679","1.0514","","","328602.7742","328574.9417","230320.2025","972664.2116","972581.8274"
"600498.SH","20260309","52","9.7638","15.9684","0.87","100.5039","85.931","4.2494","2.4738","2.8866","0.3002","0.3002","135816.7482","127162.1456","77752.3715","7062470.9064","6612431.5712"
"603334.SH","20260309","55.29","12.4835","12.4835","1.18","64.0779","51.3743","4.7526","4.0729","2.8211","","","14350","3105.3628","3105.3628","793411.5","171695.5092"
"300656.SZ","20260309","23.55","3.163","4.0259","0.58","","","4.1137","9.8427","10.781","","","17112.5072","13289.7892","10441.1597","402999.5446","312974.5357"
"300477.SZ","20260309","2.85","3.3981","3.4521","0.82","","","3.0982","1.153","1.9139","","","107201.8687","99085.0559","97536.4699","305525.3258","282392.4093"
"301161.SZ","20260309","34.12","2.8637","3.5311","1.09","77.0037","56.4067","4.4428","5.722","5.3122","0.2462","0.2462","12000","12000","9731.935","409440","409440"
"300893.SZ","20260309","23.2","0.9272","1.3922","0.87","42.1439","32.9808","5.6666","5.5676","4.3988","0.4125","0.4125","47300.1266","25087.3101","16707.0027","1097362.9371","582025.5943"
"300853.SZ","20260309","22.63","2.9137","3.2676","1.05","","","5.4508","21.1017","14.8432","","","14694.9013","11025.7761","9831.7281","332545.6164","249513.3131"
"301516.SZ","20260309","18.46","30.4288","30.4288","5.42","","","4.0149","6.2397","6.2988","","","28070.1755","7017.5439","7017.5439","518175.4397","129543.8604"
"688301.SH","20260309","120.25","2.036","3.2743","1.23","54.6604","38.4514","4.2952","13.8838","11.0603","0.562","0.562","21144.9139","20040.0159","12461.1612","2542675.8965","2409811.912"
"603886.SH","20260309","12.8","0.992","1.9641","0.66","12.3494","24.2989","1.9796","1.3277","1.5677","7.8125","7.8125","24000","24000","12120.9","307200","307200"
"001324.SZ","20260309","19.76","3.2796","4.3512","0.72","45.312","56.6434","2.4053","5.9225","5.8459","0.6696","0.6696","13800","8165.36","6154.41","272688","161347.5136"
"605099.SH","20260309","43.7","0.7598","7.2899","0.79","34.4072","27.796","5.8539","5.9592","5.5545","1.4613","1.4613","40253.1754","40144.5354","4183.9284","1759063.765","1754316.197"
"000019.SZ","20260309","7.58","8.7592","13.4669","1.32","26.8551","26.9409","1.7511","1.6253","1.5909","1.9789","1.9789","115253.5254","41621.6407","27071.6427","873621.7225","315492.0365"
"605177.SH","20260309","22.39","2.1563","4.3996","0.96","","","1.5111","2.1437","3.089","","","11472.6119","11258.4016","5518.0372","256871.7804","252075.6118"
"002315.SZ","20260309","43.64","2.7649","3.3167","0.85","30.684","27.4615","5.0494","8.336","7.21","2.6352","2.6352","31723.5869","20231.5261","16865.8296","1384417.3323","882903.799"
"603097.SH","20260309","40.86","6.9236","23.0777","1.66","73.663","66.6484","6.2122","4.2685","3.4181","0.4873","0.4873","16515.3181","16000.3181","4800.3181","674815.8976","653772.9976"
"600763.SH","20260309","47","2.231","3.3747","0.92","41.9255","40.6897","4.8398","7.3153","7.1728","0.9574","0.9574","44728.9117","44728.9117","29569.9918","2102258.8499","2102258.8499"
"603000.SH","20260309","21.18","2.8306","6.5155","0.86","111.9272","125.4255","6.3772","11.2168","11.4288","0.6232","0.6232","110569.1056","110569.1056","48036.5035","2341853.6566","2341853.6566"
"603801.SH","20260309","9.48","1.2656","2.354","1.22","10.6836","14.0821","1.2411","0.7831","0.8843","6.3605","6.3605","43435.1397","43435.1397","23352.055","411765.1244","411765.1244"
"300095.SZ","20260309","10.99","4.5269","4.9455","0.86","","","2.764","3.8264","3.4256","0.8609","0.8609","42009.0164","33872.7079","31005.995","461679.0902","372261.0598"
"603060.SH","20260309","6.82","0.7711","2.4413","0.72","26.9247","46.9218","2.7769","2.0952","2.1061","1.6715","1.6715","80396.0683","80396.0683","25394.8124","548301.1858","548301.1858"
"600422.SH","20260309","12.15","0.9467","1.4786","1.1","14.1915","26.2823","1.7152","1.0947","1.3985","2.4691","2.4691","75697.5757","75697.5757","48468.1411","919725.5448","919725.5448"
"605179.SH","20260309","18.3","0.6193","2.9737","0.83","253.5359","190.8766","6.5139","2.6673","2.585","0.2186","0.2186","40100","40100","8350.8","733830","733830"
"600089.SH","20260309","32.76","8.3335","10.1677","0.98","40.0337","31.1049","2.4056","1.6928","1.6819","0.7582","0.7582","505279.2571","505279.2571","414129.9271","16552948.4626","16552948.4626"
"600756.SH","20260309","16.27","2.8436","3.5147","0.91","417.4312","","2.3942","3.0425","3.6378","","","34962.8753","32409.8753","26221.7753","568845.9811","527308.6711"
"300327.SZ","20260309","26.82","3.3634","4.4008","0.87","68.2602","90.4627","5.2342","6.815","6.8717","0.7416","0.7416","34137.0172","33885.4231","25897.6659","915554.8013","908807.0475"
"002679.SZ","20260309","11.82","2.6029","7.1565","0.92","267.6629","192.0417","3.7994","18.4885","18.4312","0.3096","0.3096","23575.6","23575.6","8574.8126","278663.592","278663.592"
"603313.SH","20260309","8.86","2.155","3.9564","1.41","","31.117","1.3712","0.5983","0.5568","0.5643","","57058.6885","57058.6885","31079.3631","505539.9801","505539.9801"
"688605.SH","20260309","62","1.9661","2.4268","0.73","58.6482","65.9424","7.6293","11.0476","10.1365","0.3226","0.3226","20237.9856","10835.173","8778.0598","1254755.1072","671780.726"
"301047.SZ","20260309","71.17","0.7805","2.0581","0.98","71.0002","65.1914","1.6405","14.1067","13.1132","7.0254","7.0254","12163.6742","11958.0621","4535.2231","865688.6928","851055.2797"
"002176.SZ","20260309","10.13","4.7202","5.6909","1.01","","","5.0908","8.2197","7.5628","","","170632.5581","170601.9116","141502.3583","1728507.8136","1728197.3645"
"300829.SZ","20260309","20.4","10.1125","10.511","0.93","123.6665","68.1643","1.9189","3.0799","2.9001","0.2026","0.2026","22727.5107","15824.4431","15224.4431","463641.2183","322818.6392"
"000970.SZ","20260309","13.4","3.9471","5.2321","1.2","1356.6809","112.8246","2.5027","2.4131","2.4613","0.1478","0.1478","121572.5773","121572.5773","91714.4624","1629072.5358","1629072.5358"
"600692.SH","20260309","8","2.414","2.5928","0.81","442.7227","","3.0435","4.262","5.6672","","","35176.4064","25501.0517","23742.2313","281411.2512","204008.4136"
"603113.SH","20260309","7.61","4.982","9.8873","2.29","","","0.8018","0.397","0.3842","4.662","4.662","84849.0616","84849.0616","42753.5872","645701.3588","645701.3588"
"688237.SH","20260309","47.73","1.6909","3.7912","1.21","329.626","338.0042","3.5391","10.6064","11.009","0.7017","0.7017","8968.1952","8968.1952","3999.8943","428051.9569","428051.9569"
"000821.SZ","20260309","13.55","4.7287","6.1485","1.03","19.6832","30.0795","1.9692","0.9676","1.1246","0.5166","0.5166","62287.4778","60465.0764","46503.138","843995.3242","819301.7852"
"002782.SZ","20260309","24.88","3.4697","8.3672","1.02","53.6086","39.784","5.7559","2.6291","2.2392","0.5935","0.5935","49596.4013","48650.12","20174.4005","1233958.4643","1210414.9856"
"920116.BJ","20260309","101.23","1.8156","6.2935","0.72","190.34","160.4145","27.5533","56.0924","49.7905","0.1051","0.1051","15977.5","15347.5","4427.5","1617402.325","1553627.425"
"000567.SZ","20260309","5.51","0.6294","2.565","0.71","32.6242","","1.9972","12.5025","23.2544","","","195459.2155","194990.2172","47843.5379","1076980.2774","1074396.0968"
"300402.SZ","20260309","22.5","2.4921","5.4902","0.64","81.1829","92.0476","3.7059","3.2555","3.9531","0.4","0.4","24679.0497","24361.8497","11058.3197","555278.6183","548141.6183"
"002849.SZ","20260309","19.31","10.7993","14.9359","1.99","126.6758","109.2832","3.1139","3.2837","2.6463","0.2071","0.2071","22063.4016","19356.732","13995.679","426044.2849","373778.4949"
"002358.SZ","20260309","9.39","13.7178","17.4722","0.95","98.4259","85.7389","2.6009","3.1548","2.9839","0.213","0.213","92975.6977","92975.5702","72997.1487","873041.8014","873040.6042"
"300141.SZ","20260309","16.03","7.5835","15.8224","1.41","","","6.2481","9.6543","9.6263","","","25784.46","25473.876","12209.2941","413324.8938","408346.2323"
"600010.SH","20260309","3.04","3.7713","5.9344","0.53","520.2654","135.8239","2.6437","2.022","2.0765","0.0658","0.0658","4528861.9348","3138079.8287","1994274.3511","13767740.2818","9539762.6792"
"600861.SH","20260309","16.9","0.857","1.3941","0.88","12.089","8.2685","1.3392","0.2223","0.2191","4.1361","4.1361","56611.2718","36657.4848","22533.3652","956730.4934","619511.4931"
"300560.SZ","20260309","15.96","3.3949","4.2555","0.76","","","3.7794","3.0378","3.6455","","","22974.3622","18696.4785","14915.6436","366670.8207","298395.7969"
"601958.SH","20260309","23.99","1.8703","6.7658","0.69","25.9528","24.2791","4.0928","5.7039","5.5072","1.6674","1.6674","322660.44","322660.44","89194.8133","7740623.9556","7740623.9556"
"000701.SZ","20260309","6.16","3.0103","5.052","1.12","","","","0.094","0.1129","","","66831.3106","66774.6631","39787.9395","411680.8733","411331.9247"
"601208.SH","20260309","29.75","5.7038","7.4171","0.78","166.0176","131.9391","5.137","6.7231","5.9773","0.2958","0.6319","101018.2943","101018.2943","77683.7868","3005294.2554","3005294.2554"
"601026.SH","20260309","21.58","9.4825","9.4825","0.78","91.9052","67.6022","5.5794","4.3946","3.7347","0.6951","0.6951","65940","10718.3716","10718.3716","1422985.2","231302.4591"
"002425.SZ","20260309","3.59","1.7028","2.1202","0.85","","","1.1876","7.5642","6.2723","","","95666.5066","95606.0898","76784.5844","343442.7587","343225.8624"
"688271.SH","20260309","121.8","0.5001","0.9807","0.76","79.5506","53.1743","4.6494","9.7458","7.2632","0.1715","0.1715","82415.7988","82415.7988","42023.4959","10038244.2938","10038244.2938"
"600592.SH","20260309","22.19","1.73","2.7835","0.8","70.7522","115.656","3.4861","4.9843","6.0151","0.6534","0.3831","39955.3571","39955.3571","24831.9771","886609.374","886609.374"
"600997.SH","20260309","6.68","3.7506","12.2087","1.49","13.0025","30.0646","0.7554","0.5009","0.5724","3.8922","3.8922","158779.9851","158779.9851","48778.1263","1060650.3005","1060650.3005"
"603176.SH","20260309","5.77","1.2693","4.0385","1.08","39.4857","","2.5296","0.793","1.1306","0.3978","0.3978","47523.7054","46181.6054","14514.9388","274211.7802","266467.8632"
"000555.SZ","20260309","18.7","8.0975","13.2742","1.64","","","3.2928","1.8242","1.521","","","97577.4437","97190.3562","59287.9552","1824698.1972","1817459.6609"
"603986.SH","20260309","276.09","4.2457","4.6557","1.08","175.5645","142.9958","8.392","26.3143","22.6712","0.1223","0.1223","70110.2451","66784.4786","60903.3273","19356737.5697","18438526.6967"
"301058.SZ","20260309","11.29","2.9781","5.2151","1.05","24.7509","24.4739","2.6446","2.1808","1.9048","1.3286","1.3286","51227.4245","51227.4245","29253.8389","578357.6226","578357.6226"
"600587.SH","20260309","15.17","1.2444","1.7663","0.82","13.3063","18.083","1.187","0.9184","0.9611","3.2962","3.2962","60664.4549","60664.4549","42739.5522","920279.7808","920279.7808"
"688058.SH","20260309","31.16","2.5704","4.8738","0.91","","","3.6351","8.338","10.2581","","","7583.6544","7583.6544","3999.5513","236306.6711","236306.6711"
"000737.SZ","20260309","16.19","3.651","7.448","0.72","50.3205","40.8183","4.6318","1.2792","1.1904","0.6794","0.6794","190471.6435","190453.816","93359.4498","3083735.9083","3083447.281"
"605208.SH","20260309","13.1","3.209","5.9485","1.47","115.2295","83.54","1.989","1.0543","0.7704","0.2973","0.2973","32994","32994","17799.04","432221.4","432221.4"
"300345.SZ","20260309","7.53","7.061","9.4521","0.73","","","8.3788","4.2328","4.4184","","","58023.0043","47934.7293","35808.8193","436913.2224","360948.5116"
"301168.SZ","20260309","39.99","2.0137","3.8924","1.16","67.2147","105.9904","2.2201","3.0235","3.2714","0.1537","0.1537","12000","9531.3336","4930.89","479880","381158.0307"
"688293.SH","20260309","48.64","1.4404","3.007","0.89","300.4403","151.6829","2.4143","21.2788","17.8211","0.772","0.772","13003.6026","11382.0154","5452.3011","632495.2305","553621.2291"
"300342.SZ","20260309","42.66","5.1347","6.7698","0.56","200.5589","305.2714","11.5646","17.3046","20.6781","0.1524","0.1524","42503.5113","41879.8863","31764.9393","1813199.7921","1786595.9496"
"300964.SZ","20260309","58.97","5.4612","8.3596","0.93","192.0116","127.88","4.4791","7.6468","5.8371","0.3349","0.3349","7729.8284","5593.1834","3653.9866","455827.9807","329830.0251"
"688184.SH","20260309","10.95","1.3268","1.63","0.82","","","1.6092","1.836","2.5862","","","15904.7514","10048.7514","8179.7841","174157.0278","110033.8278"
"301043.SZ","20260309","54.16","2.1375","6.2829","0.92","35.075","42.8036","4.3925","6.1219","6.2374","2.6957","2.6957","6800","5674.775","1930.575","368288","307345.814"
"300828.SZ","20260309","21.9","7.1834","10.6118","0.71","65.9029","80.2564","4.6809","5.8594","5.844","1.3591","","16642.2","12473.819","8443.844","364464.18","273176.6361"
"603316.SH","20260309","15.98","16.7719","27.1344","2.49","","","7.9805","8.3861","8.3861","","","26426.4","26426.4","16334.3094","422293.872","422293.872"
"301571.SZ","20260309","63.41","4.1939","4.6812","0.7","65.8895","55.8689","5.5774","11.8435","10.323","0.153","0.153","17942.5908","11916.699","10676.1499","1137739.6826","755637.8836"
"600468.SH","20260309","9.04","14.155","32.1137","1.54","","","4.896","5.0116","4.5292","","","108773.5321","108773.5321","47945.0709","983312.7302","983312.7302"
"300217.SZ","20260309","5.46","4.2651","5.3557","0.65","25.3962","42.7822","1.9217","2.1744","2.3358","0.5861","0.5861","147797.694","122695.1512","97710.0338","806975.4092","669915.5256"
"600864.SH","20260309","6.39","1.1288","2.0847","0.7","38.8166","21.4149","1.0043","7.6619","8.089","0.7825","0.7825","208057.052","208057.052","112655.1628","1329484.5623","1329484.5623"
"688056.SH","20260309","38.86","1.2698","2.9864","1.15","66.9561","66.5618","3.239","6.1819","6.5167","1.5286","1.5286","6745.246","6745.246","2868.1033","262120.2596","262120.2596"
"600626.SH","20260309","4.55","1.2066","2.2758","0.79","104.3822","70.375","1.8706","0.5082","0.5584","","","132074.4667","110797.871","58746.4337","600938.8235","504130.3131"
"002930.SZ","20260309","14.67","5.1341","10.5838","1.68","42.3891","","2.8761","4.6281","5.419","1.3633","1.3633","45748.9874","43271.993","20990.7676","671137.6452","634800.1373"
"688052.SH","20260309","171.3","2.9628","4.1949","1.08","","","3.485","14.211","8.2716","","","16262.3433","14252.8433","10066.6193","2785739.4073","2441512.0573"
"000407.SZ","20260309","5.31","12.6671","16.9532","1.02","39.86","36.6267","1.5408","1.1059","1.1501","0.791","1.0734","88008.4656","87578.2212","65436.8679","467324.9523","465040.3546"
"000668.SZ","20260309","14.32","1.2839","2.1727","0.95","","","2.9769","15.7558","7.5176","","","14684.189","14684.189","8677.2104","210277.5865","210277.5865"
"603551.SH","20260309","12.67","1.1061","3.9478","0.78","16.3938","16.5091","3.8775","2.6125","2.6707","6.6363","6.6363","38474.265","37972.265","10639.3088","487468.9376","481108.5976"
"603617.SH","20260309","7.55","1.3773","2.4114","0.73","37.1067","60.9139","1.9608","2.6535","2.6996","1.0596","1.0596","39047.1337","38364.1337","21913.2122","294805.8594","289649.2094"
"603601.SH","20260309","11.46","8.2336","12.7422","0.68","144.2515","161.3588","4.9402","8.8711","9.5916","0.2354","0.2354","114234.0971","114234.0971","73814.2131","1309122.7528","1309122.7528"
"600724.SH","20260309","6.57","0.8902","3.8652","0.79","45.2544","43.3902","3.4506","5.5837","6.0932","2.1309","3.1963","144524.1071","144494.2664","33279.4209","949523.3836","949327.3302"
"300993.SZ","20260309","13.21","1.2759","2.4817","0.77","21.9301","24.2217","2.6622","5.2903","5.2719","0.7422","0.7422","30813.12","24079.4175","12379.3","407041.3152","318089.1052"
"600232.SH","20260309","7.98","2.0735","4.1679","0.89","130.1939","","3.0976","2.2249","2.4557","1.2531","1.2531","36471.8544","36471.8544","18144.5093","291045.3981","291045.3981"
"603083.SH","20260309","111.27","11.2289","13.0181","0.89","235.4159","143.0862","5.1729","10.7445","9.2369","0.2318","0.2318","35265.0373","27558.8373","23771.2162","3923940.7004","3066471.8264"
"002749.SZ","20260309","14.06","1.0277","2.2512","1.03","17.8649","17.4719","3.6685","3.3013","3.1622","9.2658","7.1233","46635.855","45365.1032","20710.1409","655700.1213","637833.351"
"300303.SZ","20260309","10.22","23.5612","26.0548","0.96","42.6355","44.951","3.8595","4.7421","4.2211","1.2634","1.2634","141680.5527","132919.7986","120198.5075","1447975.2486","1358440.3417"
"000863.SZ","20260309","5.63","1.9075","3.5796","0.77","344.8165","","1.4781","5.4959","8.0601","","","118069.956","116361.5418","62007.2273","664733.8523","655115.4803"
"301589.SZ","20260309","173.12","1.8545","1.9877","0.78","26.9845","27.7042","4.1797","4.88","4.8159","0.685","0.685","9244.8","3446.496","3215.6269","1600459.776","596657.3875"
"600683.SH","20260309","7.16","4.6689","10.559","1.06","","","","3.7441","6.2758","","","74077.7597","74077.7597","32755.457","530396.7595","530396.7595"
